reviewId,content,score,thumbsUpCount,at,source,thread,id,primary_tag,secondary_tag,categories_mentioned,explored_new,sentiment
d7f04616-e709-411a-9850-2d7086aa874f,Very worst company no quick customer support. They are cheating with customers by delivering the wrong products and playing very nice with customers I want to delete this and my account has no response. I will uninstall and delete this Zepto.,1.0,0.0,2026-07-15 10:42:20,play_store,,d7f04616-e709-411a-9850-2d7086aa874f,SERVICE_NOISE,,[],False,negative
e54ea284-2cdd-4cf7-a692-c85aeef108f8,really trusted 💯 thank you zomato ❤️,5.0,0.0,2026-07-15 10:24:44,play_store,,e54ea284-2cdd-4cf7-a692-c85aeef108f8,SERVICE_NOISE,,[],False,positive
f92c1f20-5b84-4efb-b09e-46c9931a0c1a,"shows 5 minute delivery , make 30 minutes by delaying time...greater noida",1.0,0.0,2026-07-15 10:10:02,play_store,,f92c1f20-5b84-4efb-b09e-46c9931a0c1a,SERVICE_NOISE,,[],False,negative
689ccd28-d297-4869-809a-ef9c416855a4,scamming products are not up to mark no option to return product or exchange,1.0,0.0,2026-07-15 09:53:30,play_store,,689ccd28-d297-4869-809a-ef9c416855a4,TRUST_QUALITY,SERVICE_NOISE,[],False,negative
d2489b25-b485-4b7f-a600-d2427563a4df,good quality good service,1.0,0.0,2026-07-15 09:49:49,play_store,,d2489b25-b485-4b7f-a600-d2427563a4df,SERVICE_NOISE,,[],False,positive
0f7956de-aeca-40a9-94fd-a8330729f7e1,"Rating: 1/5 ⭐ My recent experience with Zepto was extremely disappointing. The service failed to meet even basic expectations in terms of delivery and product quality. More concerning was the poor quality of the products received. Some items were not fresh, and the overall quality fell well below what customers should reasonably expect. The packaging was also unsatisfactory, raising concerns about product handling and quality checks before dispatch.",1.0,0.0,2026-07-15 09:45:07,play_store,,0f7956de-aeca-40a9-94fd-a8330729f7e1,TRUST_QUALITY,,[],False,negative
6ced8ab5-0f3c-418f-9f72-58b2020007a6,I'm not able to login in zepto lite,1.0,0.0,2026-07-15 09:37:10,play_store,,6ced8ab5-0f3c-418f-9f72-58b2020007a6,SERVICE_NOISE,,[],False,negative
95027d5a-7f6b-4463-8e87-ef32ea976a9b,fast deliver best rate thanks zepto,5.0,0.0,2026-07-15 09:36:50,play_store,,95027d5a-7f6b-4463-8e87-ef32ea976a9b,PRICE_VALUE,,[],False,positive
f5adcb99-63b2-408e-86d1-542e09f9e8b6,most unreliable 10min delivery service.. never delivers before 25min.. even when app shows delivery in 6 or 7 mins. u cant trust them with last min deliveries,1.0,0.0,2026-07-15 09:26:24,play_store,,f5adcb99-63b2-408e-86d1-542e09f9e8b6,SERVICE_NOISE,,[],False,negative
859528cc-f519-4ca4-b115-64e4d0fb78a3,referal code not show...,1.0,0.0,2026-07-15 09:16:57,play_store,,859528cc-f519-4ca4-b115-64e4d0fb78a3,SERVICE_NOISE,,[],False,negative
e6ef598b-a6a2-4ec3-96b8-c68e812339a5,no option for cancelation. You can tell delivery agent but till then it's too late. Need serious improvements in app & system.,1.0,0.0,2026-07-15 09:14:05,play_store,,e6ef598b-a6a2-4ec3-96b8-c68e812339a5,SERVICE_NOISE,,[],False,negative
4d0fddd3-7f8a-4d8e-8438-653e77e7ecb8,thnks for refund thnks zepto.,5.0,0.0,2026-07-15 09:08:07,play_store,,4d0fddd3-7f8a-4d8e-8438-653e77e7ecb8,SERVICE_NOISE,,[],False,positive
5306554a-50fb-4248-a646-1504508f55fd,"Never order fruit and vegetables from them. They will send you spoiled, rotten item and then do not issue replacement or refund for any product. their chat and email support is pathetic.",1.0,0.0,2026-07-15 09:08:02,play_store,,5306554a-50fb-4248-a646-1504508f55fd,TRUST_QUALITY,,"['fruits', 'vegetables']",False,negative
eca57ff1-c0fc-4a8d-8835-73b11a5a690a,"Orders are now automatically moved to COD mode and you can't cancel it once your order it even within 10 seconds. Only order cancellation is possible at your door step, waste of time & fuel only.",1.0,0.0,2026-07-15 09:02:49,play_store,,eca57ff1-c0fc-4a8d-8835-73b11a5a690a,SERVICE_NOISE,,[],False,negative
379c8701-9ef5-4e08-a91d-f9153666fef8,"The stupidest app ever, also the delivery persons of zepto are mindless. please do not use the app for ordering anything. A simple order will take more than an hour at least.",1.0,0.0,2026-07-15 08:56:51,play_store,,379c8701-9ef5-4e08-a91d-f9153666fef8,SERVICE_NOISE,,[],False,negative
18161a00-bad7-4484-a727-f34155e2cde9,always excellent service provided,5.0,0.0,2026-07-15 08:20:15,play_store,,18161a00-bad7-4484-a727-f34155e2cde9,SERVICE_NOISE,,[],False,positive
625ed4b4-f468-4df2-ab81-9df83b76d3ad,Zepto is getting worse now. Most of the items are either missing or different from what i ordered. This is now routine practice. I don't know about others but I'm facing it.,2.0,0.0,2026-07-15 08:07:40,play_store,,625ed4b4-f468-4df2-ab81-9df83b76d3ad,SERVICE_NOISE,,[],False,negative
9ded51b2-6111-458d-ab58-21ddb629ef81,You sent me an expired product. And what kind of policy is this that only allows a 500 MB photo? I will never recommend anyone to use this app. You're just wasting your customers' money.,1.0,0.0,2026-07-15 08:06:11,play_store,,9ded51b2-6111-458d-ab58-21ddb629ef81,TRUST_QUALITY,,[],False,negative
a027c78e-597b-4e7f-840c-763870bc6e48,Good Service but Not verification bill,5.0,0.0,2026-07-15 07:57:12,play_store,,a027c78e-597b-4e7f-840c-763870bc6e48,SERVICE_NOISE,,[],False,mixed
79c208a6-26b4-44de-bba7-1e36d57d8fc6,"this app if trash these people delivered rotten and spoiled items and didn't Even exchange and return it why cause it's open like how the hell we are supposed to know it's not rotten by looking at packaging and on top of that they don't have a way to connect with them except a virtual assistant this app is just a fraud don't even deserve 1 star,waste of money. don't install this app they don't even provide any solution even in email just go and buy things from the Stores this app is a scam.",1.0,0.0,2026-07-15 07:48:42,play_store,,79c208a6-26b4-44de-bba7-1e36d57d8fc6,TRUST_QUALITY,,[],False,negative
904422a0-d90f-4a68-be1f-f39f2611aee7,its so reasonable that beyond my imagination,5.0,0.0,2026-07-15 07:47:42,play_store,,904422a0-d90f-4a68-be1f-f39f2611aee7,PRICE_VALUE,,[],False,positive
911abde7-f2d5-4744-85ac-a26241693463,Makes your daily life easy by delivering the things which you want within minutes. Products are fresh clean nd well packed,5.0,0.0,2026-07-15 07:28:57,play_store,,911abde7-f2d5-4744-85ac-a26241693463,HABIT_AUTOPILOT,,[],False,positive
12124dfc-6bb4-4bf4-ad65-ec9db7496e0b,Don't buy a dairy product in zepto. zepto team not accepting mistake and dairy product quality was not good.,2.0,0.0,2026-07-15 07:13:18,play_store,,12124dfc-6bb4-4bf4-ad65-ec9db7496e0b,TRUST_QUALITY,SERVICE_NOISE,['dairy'],False,negative
3128f51e-7633-479e-a78f-e4734809b472,received spoiled milk of 4 packets,1.0,0.0,2026-07-15 07:12:55,play_store,,3128f51e-7633-479e-a78f-e4734809b472,TRUST_QUALITY,,['dairy'],False,negative
15ab0116-b473-40ae-b8c6-7548fd6e1b11,It's amazing for me..,5.0,0.0,2026-07-15 06:45:38,play_store,,15ab0116-b473-40ae-b8c6-7548fd6e1b11,HABIT_AUTOPILOT,,[],False,positive
2136caea-88c5-4a5a-a17c-3afc92227591,I don't understand why there's no option to leave a message for the delivery partner. This feels like poor customer service.,2.0,0.0,2026-07-15 06:00:20,play_store,,2136caea-88c5-4a5a-a17c-3afc92227591,SERVICE_NOISE,,[],False,negative
b6c7761d-e75d-4811-962d-b1c3d6ff8039,"The service is awful, no proper customer care support for inconvenience. Worse experience , uninstalling now.",1.0,0.0,2026-07-15 01:21:37,play_store,,b6c7761d-e75d-4811-962d-b1c3d6ff8039,SERVICE_NOISE,,[],False,negative
6dbe468f-0a61-42ae-b92d-feaaf939800e,Worse experience!!!! they don't take accountability for their services and product. I would not recommend this app to anyone,1.0,0.0,2026-07-15 01:13:29,play_store,,6dbe468f-0a61-42ae-b92d-feaaf939800e,SERVICE_NOISE,,[],False,negative
1215609e-019f-413d-8ceb-457bd540550a,"I ordered item from zepto but the item is missing i cantact zepto help they told in delivery person already taken the photo in the photo the item are there , but I didn't see the delivery person take any photo , because he didn't taken any photo infront me ,I think what if the delivery person steal my item because i didn't receive the item it's truly missing , but I don't want any replacemet or refund either Please solve the problem ,please enquiry the delivery person and also I'm not using app",1.0,0.0,2026-07-15 01:03:42,play_store,,1215609e-019f-413d-8ceb-457bd540550a,SERVICE_NOISE,,[],False,negative
ad0dd10f-1ccd-46a7-9c77-c350a668f373,"""ZEPTO..Deliver in hours"" ..I could not see less than one star here so I have to give min 1 star ...worst app ever ..If delivery Agnes is not available at my area then why you accept my order ??? also wanted 1 hr ....guys please don't call in trap ..it's a nonsense business.. Also zero customer support ...They put one BOt there to resolve customer problem...it's repeating same sentence again that's more frustrating",1.0,0.0,2026-07-15 01:01:11,play_store,,ad0dd10f-1ccd-46a7-9c77-c350a668f373,SERVICE_NOISE,,[],False,negative
133ffb81-a618-43dc-a22b-1f7c43827851,very annoying app..always i orderd anything they show timing 10min 24 min but they delivered after 1 hour sometimes 45 min s later never they delivered proper time..disgusting app...sometimes rider called ask for cancellation,1.0,0.0,2026-07-15 00:53:25,play_store,,133ffb81-a618-43dc-a22b-1f7c43827851,SERVICE_NOISE,,[],False,negative
e655eb9e-9f05-445a-af68-ca126e46990c,ab ye aap bekaar ho gai ha. inke pass staff rakhne ke liye paise nahi ha tabhi to ye order 5 min ka bol kar 30 min me late ha in se acha to blinkit ha . or agar koi itam kharab ho to use change bhi nahi karte froud ha saare,1.0,0.0,2026-07-15 00:50:05,play_store,,e655eb9e-9f05-445a-af68-ca126e46990c,SERVICE_NOISE,TRUST_QUALITY,[],False,negative
094ee8a8-93cc-4f8c-9944-2c37f13263e5,worst application I suggest no one use this application,1.0,0.0,2026-07-15 00:46:39,play_store,,094ee8a8-93cc-4f8c-9944-2c37f13263e5,SERVICE_NOISE,,[],False,negative
42d631ec-d413-4cce-9b36-8bab4d6f4ec0,मशरूम खराब निकले अंदर से काले काले ब्लैक ब्लैक हमारा पैसा वापस करो,1.0,0.0,2026-07-15 00:42:00,play_store,,42d631ec-d413-4cce-9b36-8bab4d6f4ec0,TRUST_QUALITY,,['vegetables'],False,negative
3afbfb21-ed98-4c87-86ee-f8f42fab1552,services are very quick.ontime availablity Thanks for giving us best products and services,5.0,0.0,2026-07-15 00:31:20,play_store,,3afbfb21-ed98-4c87-86ee-f8f42fab1552,HABIT_AUTOPILOT,,[],False,positive
3841acb7-6478-42b2-b435-79919a8796f0,order anything which is supposed to be cold it arrives really dirty. order yoghurt it arrived with rat feces stuck to it. Fssai should shut these stores down .,1.0,0.0,2026-07-15 00:23:35,play_store,,3841acb7-6478-42b2-b435-79919a8796f0,TRUST_QUALITY,,['yoghurt'],False,negative
c196210f-4534-4a76-8243-fb5e44d9c4a5,bad experience wrong item delevery or melted icecream delever and give me a coupon of perfume for refund,1.0,0.0,2026-07-15 00:22:57,play_store,,c196210f-4534-4a76-8243-fb5e44d9c4a5,SERVICE_NOISE,,['icecream'],False,negative
e8817fe1-f442-463a-a1e8-20c6e5c98766,some time issu with proper solution...to product .. manufacturing..issu.. overall best service pls maintain low amount dilver...99 rupees dilivery free . customer is 100% zepto compair prices low.,4.0,0.0,2026-07-15 00:08:17,play_store,,e8817fe1-f442-463a-a1e8-20c6e5c98766,PRICE_VALUE,,[],False,positive
deca1351-27dd-437e-9d13-75b44b6711c9,"Worst in terms of grievance redressal I recieved expired and curdled milk but did not recieve any refund. They said the product is under expiry and meets their quality standards....I mean what company had expired product under their quality standards. Have recieved expired milk in blinkit as well, did not even took them two minutes to process the refund",1.0,0.0,2026-07-14 23:49:52,play_store,,deca1351-27dd-437e-9d13-75b44b6711c9,TRUST_QUALITY,SERVICE_NOISE,['milk'],False,negative
dfa55f78-de49-4c2d-aa59-83c534ef889e,"⭐⭐⭐⭐⭐ Excellent experience with Zepto! The delivery was super fast, the products were fresh, and everything arrived neatly packed. The app is easy to use, prices are reasonable, and the delivery partner was polite and professional. It's very convenient for last-minute grocery needs. Highly recommended!",5.0,0.0,2026-07-14 23:38:34,play_store,,dfa55f78-de49-4c2d-aa59-83c534ef889e,HABIT_AUTOPILOT,,['grocery'],False,positive
b7636013-6972-4260-a265-bc8acce721ad,zepto cafe issues not so resolving of we are ordering from zepto cafe we need a option for the preferences about food or instruction we want to give to the store and help desk was not at all satisfying theres no hope of resolving issues of the customers zepto needs to be more updated,2.0,0.0,2026-07-14 23:36:57,play_store,,b7636013-6972-4260-a265-bc8acce721ad,SERVICE_NOISE,,[],False,negative
2bbb3b2b-bc5f-4395-a30a-d4b8a6612e08,GOOD PACKAGING & VERY FAST DELIVERY 🫶🏻,5.0,0.0,2026-07-14 23:36:03,play_store,,2bbb3b2b-bc5f-4395-a30a-d4b8a6612e08,HABIT_AUTOPILOT,,[],False,positive
df49f3c3-3c50-4bef-a7cd-ec846eaf93e9,worst night delivery experience. don't deliver the order and won't give option to cancel . ordered at 11 and come at 1 when slept,1.0,0.0,2026-07-14 23:34:56,play_store,,df49f3c3-3c50-4bef-a7cd-ec846eaf93e9,SERVICE_NOISE,,[],False,negative
a08ca67b-1072-4c70-b0d2-ae2bb4858ae2,"False advertising and deliberate lack of customer support. The app keeps advertising cashback but never actually credited it to my bank. If you're not going to stand up the promotional offer, then don't use it for your marketing. There's no way to contact costumer support either.",1.0,0.0,2026-07-14 23:32:42,play_store,,a08ca67b-1072-4c70-b0d2-ae2bb4858ae2,SERVICE_NOISE,,[],False,negative
93ab73cf-31e6-4ab1-a707-14c7b709828b,Don't use it.I received wrong product and they rejected replacement request.Already mail sent.,1.0,0.0,2026-07-14 23:29:31,play_store,,93ab73cf-31e6-4ab1-a707-14c7b709828b,SERVICE_NOISE,,[],False,negative
eb78b7ac-b299-408e-bdb6-61b725e821a8,very fast delivery I like it,5.0,0.0,2026-07-14 23:27:58,play_store,,eb78b7ac-b299-408e-bdb6-61b725e821a8,HABIT_AUTOPILOT,,[],False,positive
cdf86615-6c77-4c93-8018-e1ec2dd94efa,"bad experience, deley delivery, bad product, melt 🍦 delivery",1.0,0.0,2026-07-14 23:26:13,play_store,,cdf86615-6c77-4c93-8018-e1ec2dd94efa,SERVICE_NOISE,TRUST_QUALITY,[],False,negative
ca28796b-4118-4dab-80d0-141276441d28,Never going to buy from Zepto. Zepto doesn't keep the promises and instead blames customer for their bad services. It's better to use Blink it or Big Basket.,1.0,0.0,2026-07-14 23:22:17,play_store,,ca28796b-4118-4dab-80d0-141276441d28,SERVICE_NOISE,,[],False,negative
8babd18e-1940-43fb-80fe-0bdfcb06f0e8,"pathetic experience. everytime they are sending another brand product while i have ordered tata moong daal they sent fortune moong daal. this happened more than 4-5 times now. also help support closed the chat while i vlearly said i need replacement still they haven't observed. abdolutely rubbish app, just uninstalling this. instamart and blinkit experience is much better.",1.0,0.0,2026-07-14 23:19:33,play_store,,8babd18e-1940-43fb-80fe-0bdfcb06f0e8,TRUST_AUTHENTICITY,SERVICE_NOISE,['moong daal'],False,negative
f476cee8-03dc-4a9f-9a8a-fae104dd63a6,Pathetic app please do not download... no customer support,1.0,0.0,2026-07-14 23:15:17,play_store,,f476cee8-03dc-4a9f-9a8a-fae104dd63a6,SERVICE_NOISE,,[],False,negative
2459d06f-acd2-44e6-b6bf-ff023ee41c73,"This app is very good. Most apps charge ₹99 to unlock free delivery, but this app offers free delivery for only ₹49.",5.0,0.0,2026-07-14 23:11:35,play_store,,2459d06f-acd2-44e6-b6bf-ff023ee41c73,PRICE_VALUE,,[],False,positive
7dafd93e-70ec-4e7c-9256-fb51a2286acb,very frustrating experience from Zepto customer service..chatbot is extremely frustrating no human assistance at all whatso ever .. why is d team so apathetic.. i don't see any changes at all even after repeated concerns raised ..Zap is like same repeated looped response n even in d night ..very very disappointed ..earlier I had shared poor quality milk supplies no one called or responded in a positive manner...!,1.0,3.0,2026-07-14 23:01:47,play_store,,7dafd93e-70ec-4e7c-9256-fb51a2286acb,SERVICE_NOISE,TRUST_QUALITY,['milk'],False,negative
6728eb86-486a-4948-a2c9-c85660418bde,Good platform for quick delivery with best price and quality.,5.0,0.0,2026-07-14 22:49:03,play_store,,6728eb86-486a-4948-a2c9-c85660418bde,PRICE_VALUE,,[],False,positive
ff492101-5ce4-4a07-a3e0-549881b1c4ec,slowest delivery out of all the others in South East Delhi. ordered once and trying never again,1.0,0.0,2026-07-14 22:43:27,play_store,,ff492101-5ce4-4a07-a3e0-549881b1c4ec,SERVICE_NOISE,,[],False,negative
971c0103-4c06-43a9-a2b6-990c5e933eb5,"Actually its a good app, but cancelling order option may need sometimes. As I accidentally clicked instant order button, while I'm adding items to cart, the order got placed, there's no cancel option or customer support chat not providing cancelling process. Need some modification in this.",3.0,0.0,2026-07-14 22:43:13,play_store,,971c0103-4c06-43a9-a2b6-990c5e933eb5,SERVICE_NOISE,,[],False,mixed
1d100e6b-c939-48ed-bf1f-4ad8d628e0e8,"so sweet zepto ***सर्विस,",5.0,0.0,2026-07-14 22:34:27,play_store,,1d100e6b-c939-48ed-bf1f-4ad8d628e0e8,SERVICE_NOISE,,[],False,positive
4660e2e0-3ffc-4ad0-bc64-bcac39ff2734,"bloody scammist, 1st no COD , 2nd it's past 40 mins and my order hasn't come , the rider not picking up phone, customer care is bot which only says 2 mins for past 40 mins. there is no option to really reach out for help . I have zepto pass and this is how they treat with customer. I have noted and took screenshot of all the chats . and I am putting up a complaint in consumer forum. there will be no conversation anymore. see u in the forum court.",1.0,0.0,2026-07-14 22:30:45,play_store,,4660e2e0-3ffc-4ad0-bc64-bcac39ff2734,SERVICE_NOISE,,[],False,negative
bf1cea99-68bb-4009-b323-6e15ff38ac23,this app useful for our life,5.0,0.0,2026-07-14 22:30:02,play_store,,bf1cea99-68bb-4009-b323-6e15ff38ac23,SERVICE_NOISE,,[],False,positive
00775791-d960-4cc4-b75a-eaba670c5d03,"Very disappointing customer service. I received rotten vegetables in my prepaid order and immediately shared clear photos as proof. Despite this, my refund was denied because the seller claimed the products were in good condition when dispatched. Customers should not have to pay for damaged or spoiled items they receive. The company relies only on the seller's internal verification and ignores the customer's evidence. This experience has made me lose trust in the service. worst customer service",1.0,0.0,2026-07-14 22:27:58,play_store,,00775791-d960-4cc4-b75a-eaba670c5d03,TRUST_QUALITY,SERVICE_NOISE,['vegetables'],False,negative
c8620611-49cf-43d6-8ad7-58eaeed271d5,referral code not showing.,1.0,0.0,2026-07-14 22:18:01,play_store,,c8620611-49cf-43d6-8ad7-58eaeed271d5,SERVICE_NOISE,,[],False,negative
c3c9baa8-f431-4881-885a-c2e229563f6b,when I order print out of 2 pages of the same pdf I get two different prints They gave me someone else's print The only good thing is that they refund quick or else not at all recommend for print outs..... Zepto you shall upgrade your printing service,2.0,0.0,2026-07-14 22:12:20,play_store,,c3c9baa8-f431-4881-885a-c2e229563f6b,SERVICE_NOISE,,[],False,negative
137bba9d-ec92-4d43-abda-de382bd41ec8,Put voice search yaar,5.0,0.0,2026-07-14 22:04:09,play_store,,137bba9d-ec92-4d43-abda-de382bd41ec8,SERVICE_NOISE,,[],False,negative
1e915bd7-53e7-4332-ad0e-ce700d7202e0,bekar 3rd class online platform,1.0,0.0,2026-07-14 21:55:52,play_store,,1e915bd7-53e7-4332-ad0e-ce700d7202e0,SERVICE_NOISE,,[],False,negative
f049a52d-df6d-4189-8ce4-207c854b51cc,"Zepto, you sent an item without packaging even though i didn't opt for no packaging option. You suck. NEVER GOING TO ORDER AGAIN. Charge more for packaging. But no, you had to take the slimy route. I will pay 30 percent extra to other apps then use this app. NEVER AGAIN.",1.0,0.0,2026-07-14 21:45:00,play_store,,f049a52d-df6d-4189-8ce4-207c854b51cc,SERVICE_NOISE,,[],False,negative
e15fdcbf-0eff-4add-9c37-2f6ba29d3098,"I ordered 2 units of a product but the package I received only contained 1 unit. Customer care closed my request stating the items were ""delivered,"" but they failed to verify the physical contents and weight of the shipped package. I have my proof also.",1.0,0.0,2026-07-14 21:43:04,play_store,,e15fdcbf-0eff-4add-9c37-2f6ba29d3098,SERVICE_NOISE,,[],False,negative
c61e1fd9-06d5-47e8-a56c-88829d0f4cff,worst app the delivery agent doesn't answer my call n my order was never delivered to me it was only showing arrived arrived rubbish customer service is of no use,1.0,0.0,2026-07-14 21:38:28,play_store,,c61e1fd9-06d5-47e8-a56c-88829d0f4cff,SERVICE_NOISE,,[],False,negative
fcf8812e-f5bd-4298-a073-e5803ce9d844,"I have more support queries, returns and refunds than the number of satisfied delivery experience. Reasons: wrong items, infested items, spoiled items, rotten items, and the support is a joke. The chatbot straight away rejects your queries. Executives say you should check your items before giving the otp to the rider, who refuses to walk up to the door, stands on the street and keep on shouting that we should give him the otp right away before checking the products as he got another order.",1.0,0.0,2026-07-14 21:35:48,play_store,,fcf8812e-f5bd-4298-a073-e5803ce9d844,TRUST_QUALITY,SERVICE_NOISE,[],False,negative
18a1e9f4-12ce-4247-81ff-181786a6e8fc,always send near expiry product Bread supply fungus bread . Very bad experience. Customer support not available and not reply,1.0,0.0,2026-07-14 21:32:20,play_store,,18a1e9f4-12ce-4247-81ff-181786a6e8fc,TRUST_QUALITY,,['bread'],False,negative
cb9ae4a3-4f38-4abd-a454-bf70f3bcb180,"pathetic app, pathetic delivery system.",1.0,0.0,2026-07-14 21:14:43,play_store,,cb9ae4a3-4f38-4abd-a454-bf70f3bcb180,SERVICE_NOISE,,[],False,negative
f6e80d36-4bba-4f27-9173-f4e1af26efab,"I am giving you a poor rating because the delivery time is too long, and Zepto is selling the product at MRP without offering any discount. This was a disappointing experience.",1.0,0.0,2026-07-14 21:05:08,play_store,,f6e80d36-4bba-4f27-9173-f4e1af26efab,PRICE_VALUE,SERVICE_NOISE,[],False,negative
46317498-f383-4e8c-9e83-5656166bc0ee,very poor service no any proper banking system or no any customer support number very useless app thoooo,1.0,0.0,2026-07-14 21:04:40,play_store,,46317498-f383-4e8c-9e83-5656166bc0ee,SERVICE_NOISE,,[],False,negative
866e8401-4a9a-4a0d-8d3b-666136600948,you don't deserve this 1 star also and your service is very 3class never gona be order from this app.,1.0,0.0,2026-07-14 20:59:11,play_store,,866e8401-4a9a-4a0d-8d3b-666136600948,SERVICE_NOISE,,[],False,negative
b400a512-82cc-42b9-bece-3412737f8000,"I have been using Zepto for more than a year and have always been a loyal customer. Unfortunately, today I had a very disappointing experience with your customer support. While I was speaking with one of your customer care executives, she said to me, ""Sir, aap kya bol rahe ho, mujhe kuch samajh nahi aa raha hai. Aapko bolna nahi aata hai kya?"" I was shocked and asked her, ""What are you talking about? Is this how you speak to your customers?"" and she cut the phone",1.0,0.0,2026-07-14 20:41:26,play_store,,b400a512-82cc-42b9-bece-3412737f8000,SERVICE_NOISE,,[],False,negative
56404b3a-1b27-4516-aff5-8d7974a4aa92,excellent wonderful in zepto to blinkit in so much better than all in delivery charges is going good 👍 keep it up zepto brand,5.0,0.0,2026-07-14 20:36:08,play_store,,56404b3a-1b27-4516-aff5-8d7974a4aa92,SERVICE_NOISE,,[],False,positive
cc492c36-7a01-4d27-8996-b8a7acea0512,in my area there is no offer for 100 rupees free delivery,1.0,0.0,2026-07-14 20:32:24,play_store,,cc492c36-7a01-4d27-8996-b8a7acea0512,SERVICE_NOISE,,[],False,negative
c3ebafe9-0d65-4a66-aee6-b3970ed4782a,there having issue not having rafferal option on th app,1.0,0.0,2026-07-14 20:23:52,play_store,,c3ebafe9-0d65-4a66-aee6-b3970ed4782a,SERVICE_NOISE,,[],False,negative
0d49309a-840f-4b79-9d7d-5b08a83421c9,Very Good Easy to operate Merchandise Mobile App l,5.0,0.0,2026-07-14 20:19:47,play_store,,0d49309a-840f-4b79-9d7d-5b08a83421c9,SERVICE_NOISE,,[],False,positive
d7ec9111-db0e-4628-b0a7-a24298bd0350,"This third-class app doesn't have a customer support. The delivery people keep on missing the items in every order. The only response you get from the bot chat and bot email support is ""The concern has been thoroughly reviewed by the seller and it has been verified that the product delivered matches the details mentioned on the platform and order placed. Unfortunately, the request for a refund or exchange cannot be processed for this order."" Welcome to the world of useless bots...",1.0,1.0,2026-07-14 20:11:45,play_store,,d7ec9111-db0e-4628-b0a7-a24298bd0350,SERVICE_NOISE,,[],False,negative
11461d0d-a060-4712-8957-2fea3f59f5ad,very good delivery boy behaviour,5.0,0.0,2026-07-14 20:03:20,play_store,,11461d0d-a060-4712-8957-2fea3f59f5ad,SERVICE_NOISE,,[],False,positive
